transaction_id,order_id,order_line_number,order_date,order_year,order_month,order_month_name,order_quarter,order_day_of_week,ship_date,delivery_date,customer_id,customer_full_name,customer_first_name,customer_last_name,customer_email,customer_phone,customer_city,customer_state,customer_zip,customer_region,customer_segment,customer_gender,customer_age,customer_age_group,product_id,product_name,sku,brand,category,sub_category,department,quantity_ordered,unit_list_price,discount_pct,unit_selling_price,line_total_before_tax,tax_rate_pct,tax_amount,line_total_with_tax,store_id,store_name,store_city,store_state,store_region,store_type,employee_id,employee_name,employee_job_title,promo_id,promo_name,sales_channel,payment_method,shipping_method,order_status,is_returned,cost_price,gross_profit,data_source,record_created_ts,last_modified_ts
TXN-10006369-17102,10006369,3,2024/12/20,2024,12,December,Q4,Friday,"December 22, 2024",12/23/2024,1015,Prof. Diane Lee,Diane,Lee,dianelee@gmail.com,,San Antonio,Texas,93307,South,Silver,Female,48,36-50,2045,Hair Dryer Professional,SKU-2045-9252,StylePro,Beauty,Hair Care,Health & Beauty,1,69.99,0.0,$69.99,69.99,8.0,5.60,$75.59,3030,Riverside Pop-Up,Milwaukee,Wisconsin,  Midwest ,Express,4091,Laura Robinson,Customer Advisor,,No Promo,online,gift card,EXPRESS,Delivered,FALSE,,32.12,POS,2024-12-20 00:00:00,2024-12-25 00:00:00
TXN-10001237-3307,10001237,4,01/29/2022,2022,1,January,Q1,Saturday,2022-02-11,2022/02/16,1502,Mary Rivera,Mary,Rivera,maryrivera@yahoo.com,+12022232512,new york,New York,36416,Northeast,Bronze,non-binary,64,51-65,2017,Sports Backpack 30L,SKU-2017-5600,PackPro,bags,Backpacks,Apparel & Sports,1,54.99,48.0,28.59,28.59,6.0,$1.72,30.31,3004,City Center Express,Fresno,CA,West,Express,4019,Matthew Castillo,Senior Sales Associate,5010,Weekend Deal,catalog,Bank Transfer,Overnight Shipping,cancelled,N,20.28,8.31,ERP,2022-01-29 00:00:00,2022-01-31 00:00:00
TXN-10007424-19900,10007424,2,2023/05/05,2023,5,May,Q2,Friday,2023-05-10,12/05/2023,1219,Mrs. Nancy Mitchell,Nancy,Mitchell,nancymitchell@protonmail.com,2585641096,El Paso,Texas,34400,South,Silver,Female,59,51-65,2067,Card Game Family Fun,SKU-2067-7698,GameNight,Toys,Card Games,Toys & Games,5,$14.99,18.0,12.29,61.45,10.0,$6.15,67.60,3020,Parkway Express,San Francisco,California,west,Outlet,4088,Kevin Carter,Sales Consultant,5024,No Promo,Web,Google Pay,standard shipping,Delivered,TRUE,$40.35,21.10,pos,2023-05-05 00:00:00,2023-05-09 00:00:00
TXN-10005679-15227,10005679,3,24-03-2024,2024,3,March,Q1,Sunday,"March 24, 2024",,1370,Betty Wood,Betty,Wood,bettywood897@outlook.com,640-416-7364,SAN ANTONIO,Texas,63941,South,Platinum,Male,55,51-65,2030,Stand Mixer 5 Quart,SKU-2030-4078,BakePro,Kitchen,Appliances,Home & Garden,2,349.99,49.0,$178.49,$356.98,7.000000000000001,24.99,381.97,3003,Parkway Pop-Up,Colorado Springs,Colorado,West,Express,4064,Rebecca Mendoza,Sales Consultant,5008,No Promo,Store,debit card,Overnight,Delivered,0,342.58,14.40,crm,2024-03-24 00:00:00,2024-03-29 00:00:00
TXN-10001914-5069,10001914,2,2022-11-04,2022,11,November,Q4,Friday,11/15/2022,16/11/2022,1580,Ms. Nicole Taylor,nicole,Taylor,nicole.taylor@outlook.com,(385) 729-7206,Jacksonville,FL,43313,South,Platinum,Female,35,26-35,2046,Multivitamin Daily 120ct,SKU-2046-2719,VitaCore,Health,Vitamins,Health & Beauty,3,24.99,49.0,12.74,$38.22,9.0,3.44,41.66,3011,North Gate Flagship,Memphis,Tennessee,SOUTH,Standard,4016,Emily Wilson,Customer Advisor,5019,No Promo,APP,Debit Card,standard shipping,Pending,FALSE,30.27,7.95,CRM,2022-11-04 00:00:00,2022-11-09 00:00:00
TXN-10002431-6476,10002431,1,"Jul 13, 2020",2020,7,July,Q3,Monday,"July 18, 2020","Jul 20, 2020",1542,Mrs. Sharon Gomez,Sharon,Gomez,sharongomez@outlook.com,+16886099433,Albuquerque,New Mexico,66862,West,Silver,Other,49,36-50,2027,Instant Pot 8 Quart,SKU-2027-4461,PressurePlus,Kitchen,Appliances,Home & Garden,1,$129.99,0.0,129.99,129.99,6.0,7.80,$137.79,3035,Grand Avenue Express,Milwaukee,Wisconsin,Midwest,Outlet,4084,Donna Evans,Customer Advisor,,no promo,APP,gift card,Express,returned,0,,78.71,web,2020-07-13 00:00:00,
TXN-10003998-10641,10003998,1,16-08-2023,2023,8,August,Q3,Wednesday,2023-08-22,2023-08-26,1144,Christine Williams,Christine,Williams,christinewilliams@yahoo.com,955.894.7586,Cleveland,OH,15975,Midwest,Silver,male,62,51-65,2036,Foam Roller 18-inch,SKU-2036-8868,RollRelief,Sports,Recovery,Fitness & Outdoors,5,29.99,28.000000000000004,$21.59,107.95,9.0,9.72,117.67,3046,Riverside Standard,Phoenix,AZ,West,Pop-Up,4036,Steven Brown,Sales Representative,5001,No Promo,Mobile App,Debit Card,Overnight,DELIVERED,No,53.50,,CRM,2023-08-16 00:00:00,2023-08-17 00:00:00
TXN-10007396-19822,10007396,1,07-11-2020,2020,11,November,Q4,Saturday,11/10/2020,11/19/2020,1316,Frank Rodriguez,frank,Rodriguez,frankrodriguez718@mail.com,551.387.2570,Louisville,Kentucky,34191,South,Bronze,male,30,26-35,2009,Noise Cancelling Earbuds,SKU-2009-2763,SoundPro,electronics,Audio,Technology,4,$129.99,40.0,77.99,$311.96,5.0,15.60,327.56,3011,North Gate Flagship,Memphis,Tennessee,SOUTH,Standard,4004,George Thompson,Sales Manager,5025,No Promo,phone,PayPal,Overnight,Pending,N,,22.24,Manual,2020-11-07 00:00:00,2020-11-07 00:00:00
TXN-10000253-672,10000253,1,"February 23, 2021",2021,2,February,Q1,Tuesday,"Mar 01, 2021","Mar 11, 2021",1394,Katherine Lopez,Katherine,Lopez,katherine_lopez@outlook.com,,Raleigh,North Carolina,13003,South,Silver,M,23,18-25,2066,Doll with Accessories,SKU-2066-6394,DreamDoll,Toys,DOLLS,Toys & Games,2,29.99,0.0,29.99,59.98,7.000000000000001,$4.20,64.18,3017,Parkway Express,Fresno,California,West,Pop-Up,4072,Deborah Ruiz,Regional Manager,,No Promo,mobile,Bank Transfer,Free Ship,CANCELLED,N,$28.22,31.76,Web,2021-02-23 00:00:00,
TXN-10001955-5167,10001955,2,2020/04/02,2020,4,April,Q2,Thursday,2020/04/07,15/04/2020,1076,Carolyn Rivera,Carolyn,Rivera,carolynrivera@icloud.com,531-260-1359,Colorado Springs,CO,57826,West,Gold,Male,42,36-50,2015,Kids Soccer Cleats,SKU-2015-4219,KickStart,Footwear,Athletic,Apparel & Sports,3,44.99,21.0,35.54,$106.62,5.0,5.33,111.95,3046,Riverside Standard,Phoenix,AZ,West,Pop-Up,4022,Anna Ramirez,Account Executive,5003,flash sale,Store,gift card,Pickup,CANCELLED,No,51.87,54.75,POS,2020-04-02 00:00:00,
TXN-10001974-5220,10001974,1,"April 02, 2024",2024,4,April,Q2,Tuesday,"Apr 03, 2024",04/09/2024,1600,Mrs. Scott Martin,Scott,Martin,scottmartin251@icloud.com,970-750-3433,Dallas,TX,55164,South,Silver,Male,48,36-50,2034,Camping Tent 4-Person,SKU-2034-5579,WildCamp,Sports,  Camping ,Fitness & Outdoors,1,$189.99,43.0,108.29,108.29,5.0,5.41,113.70,3007,Parkway Pop-Up,Philadelphia,PA,NORTHEAST,Pop-Up,4071,Shirley Davis,Sales Manager,5009,Loyalty Reward,In-Store,gift card,Standard Shipping,PROCESSING,N,97.31,$10.98,crm,2024-04-02 00:00:00,2024-04-06 00:00:00
TXN-10003059-8148,10003059,4,"Jul 12, 2022",2022,7,July,Q3,Tuesday,"July 24, 2022",2022-07-25,1440,Sharon Ross,Sharon,Ross,sharon_ross45@yahoo.com,332.674.1811,Houston,TX,13676,South,Silver,Male,56,51-65,2043,Moisturizing Face Cream SPF30,SKU-2043-8727,GlowSkin,Beauty,Skincare,Health & Beauty,4,29.99,15.0,$25.49,$101.96,10.0,10.20,$112.16,3008,Lakefront Standard,Cleveland,OH,Midwest,Pop-Up,4099,Diane Morales,Customer Advisor,5012,loyalty reward,Web,BNPL,STANDARD,SHIPPED,Y,65.72,36.24,crm,2022-07-12 00:00:00,
TXN-10001447-3875,10001447,4,03/02/2023,2023,3,March,Q1,Thursday,,10/03/2023,1488,Stephen Robinson,Stephen,Robinson,stephenrobinson630@icloud.com,579.993.9032,El Paso,TX,26569,South,Silver,Female,41,36-50,2058,Desk Lamp LED Adjustable,SKU-2058-2037,LumLight,Office,Lighting,Books & Office,2,44.99,18.0,36.89,$73.78,7.000000000000001,$5.16,$78.94,3033,Riverside Express,Tucson,AZ,West,Outlet,4035,Ronald Cox,Sales Consultant,5020,No Promo,In-Store,debit card,standard shipping,Delivered,FALSE,47.00,26.78,CRM,2023-03-02 00:00:00,
TXN-10003804-10115,10003804,3,08-03-2024,2024,3,March,Q1,Friday,"Mar 13, 2024",16-03-2024,1269,Richard Clark,Richard,CLARK,richard.clark@aol.com,949-655-9534,SACRAMENTO,California,25720,West,Bronze,,24,18-25,2058,Desk Lamp LED Adjustable,SKU-2058-2037,LumLight,Office,Lighting,Books & Office,1,44.99,0.0,$44.99,44.99,8.0,3.60,$48.59,3035,Grand Avenue Express,Milwaukee,Wisconsin,Midwest,Outlet,4093,Susan White,Store Manager,,No Promo,PHONE,paypal,STANDARD,pending,Y,$23.50,21.49,crm,2024-03-08 00:00:00,
TXN-10006741-18092,10006741,1,05/04/2021,2021,4,April,Q2,Monday,2021-04-19,"April 24, 2021",1220,Steven Lewis,Steven,  Lewis ,steven.lewis@aol.com,961-539-1517,Memphis,TN,25570,South,Bronze,,52,51-65,2039,Trekking Poles Adjustable,SKU-2039-1135,TrailBoss,Sports,Camping,Fitness & Outdoors,3,59.99,0.0,59.99,179.97,9.0,16.20,196.17,3038,Midtown Express,Tucson,Arizona,West,Standard,4013,Susan Cook,Account Executive,,No Promo,in-store,Google Pay,Overnight Shipping,cancelled,Yes,101.76,78.21,Manual,2021-04-05 00:00:00,2021-04-07 00:00:00
TXN-10005949-15982,10005949,3,2020-08-21,2020,8,August,Q3,Friday,2020-09-03,2020/09/11,1335,Ronald Diaz,Ronald,Diaz,ronald_diaz111@protonmail.com,6644913668,  New York ,NY,82427,Northeast,Silver,non-binary,36,36-50,2045,Hair Dryer Professional,SKU-2045-9252,StylePro,Beauty,Hair Care,Health & Beauty,1,69.99,40.0,41.99,41.99,8.0,$3.36,$45.35,3031,Midtown Standard,Tucson,Arizona,West,Flagship,4021,Katherine Wilson,Sales Associate,5013,Holiday Special,catalog,paypal,In-Store Pickup,cancelled,FALSE,$37.87,$4.12,crm,2020-08-21 00:00:00,2020-08-26 00:00:00
TXN-10003408-9025,10003408,2,14-07-2023,2023,7,July,Q3,Friday,"July 20, 2023",21/07/2023,1073,Mrs. Jessica Martin,Jessica,Martin,jessicamartin@icloud.com,(564) 605-9412,Austin,TX,69270,South,Bronze,Other,30,26-35,2060,Whiteboard 24x36,SKU-2060-5372,WriteOn,Office,Presentation,Books & Office,2,49.99,49.0,25.49,$50.98,6.0,$3.06,$54.04,3032,Lakefront Flagship,San Diego,California,WEST,Express,4088,Kevin Carter,Sales Consultant,5008,No Promo,Mobile,bnpl,Overnight Shipping,SHIPPED,No,43.12,7.86,erp,2023-07-14 00:00:00,2023-07-18 00:00:00
TXN-10001590-4226,10001590,6,2020-07-11,2020,7,July,Q3,Saturday,2020-07-17,2020/07/27,1217,Michael Perez,Michael,Perez,michael.perez388@gmail.com,5799245081,Las Vegas,NV,56399,West,Gold,NB,40,36-50,2070,Science Kit Chemistry,SKU-2070-2054,LearnLab,Toys,Educational,Toys & Games,2,34.99,38.0,$21.69,$43.38,8.0,$3.47,46.85,3001,North Gate Express,Baltimore,Maryland,Northeast,Standard,4040,Nancy Brooks,Sales Representative,5028,WINTER CLEARANCE,Web,credit card,Pickup,SHIPPED,1,$36.46,$6.92,web,2020-07-11 00:00:00,2020-07-12 00:00:00
TXN-10000849-2303,10000849,4,16/04/2023,2023,4,April,Q2,Sunday,2023-04-25,2023-05-02,1016,Susan Scott,Susan,Scott,susan.scott@yahoo.com,+17689764937,Indianapolis,Indiana,22196,Midwest,Silver,Female,42,36-50,2011,Running Shoes Men Size 10,SKU-2011-2637,StridePro,Footwear,Athletic,Apparel & Sports,3,89.99,38.0,55.79,167.37,8.0,13.39,180.76,3030,Riverside Pop-Up,Milwaukee,Wisconsin,  Midwest ,Express,4036,Steven Brown,Sales Representative,5028,Winter Clearance,Mobile App,CASH,STANDARD,Processing,TRUE,,$50.61,crm,2023-04-16 00:00:00,
TXN-10004360-11621,10004360,2,16-10-2022,2022,10,October,Q4,Sunday,"Oct 29, 2022","Nov 07, 2022",1029,Kevin Diaz,Kevin,Diaz,kevin_diaz@mail.com,968.633.1842,  San Francisco ,CA,37884,West,Bronze,Non-Binary,27,26-35,2038,Water Bottle 32oz Insulated,SKU-2038-9318,HydroFlow,Sports,Hydration,Fitness & Outdoors,1,34.99,30.0,$24.49,$24.49,7.000000000000001,$1.71,26.20,3046,Riverside Standard,Phoenix,AZ,West,Pop-Up,4100,Sharon Brown,Regional Manager,5021,No Promo,Mobile,PAYPAL,Express,Shipped,FALSE,,$10.23,erp,2022-10-16 00:00:00,
TXN-10006798-18241,10006798,2,02/02/2024,2024,2,February,Q1,Friday,2024/02/09,"February 10, 2024",1418,Jeffrey Garcia,Jeffrey,Garcia,jeffreygarcia687@hotmail.com,8196315637,Omaha,Nebraska,90190,Midwest,Gold,,34,26-35,2064,Remote Control Car Racing,SKU-2064-6588,SpeedKing,Toys,RC Vehicles,Toys & Games,1,49.99,40.0,29.99,29.99,9.0,2.70,$32.69,3024,Lakefront Outlet,San Antonio,TX,South,Pop-Up,4034,Patrick Watson,Regional Manager,5025,No Promo,Web,Cash,In-Store Pickup,Pending,N,21.10,$8.89,pos,2024-02-02 00:00:00,2024-02-04 00:00:00
TXN-10003078-8201,10003078,2,2021-05-01,2021,5,May,Q2,Saturday,02-05-2021,2021/05/10,1111,Mrs. Rebecca Martinez,Rebecca,Martinez,rebecca.martinez@hotmail.com,961-917-2311,Austin,TX,81884,South,Platinum,F,37,36-50,2040,Sleeping Bag -20F,SKU-2040-5501,WildCamp,Sports,Camping,Fitness & Outdoors,1,$89.99,39.0,$54.89,54.89,10.0,5.49,$60.38,3043,Crossroads Express,Atlanta,Georgia,South,Express,4051,Andrew Ward,Sales Manager,5017,Bundle Deal,APP,Google Pay,Express,DELIVERED,0,34.30,,web,2021-05-01 00:00:00,2021-05-02 00:00:00
TXN-10000147-386,10000147,1,26/05/2024,2024,5,May,Q2,Sunday,"Jun 06, 2024",07/06/2024,1078,Nancy Evans,Nancy,evans,nancy_evans@yahoo.com,3649492228,Las Vegas,NV,90431,West,Platinum,Male,39,36-50,2035,Hiking Boots Waterproof,SKU-2035-6241,TrailBoss,Footwear,Outdoor,Fitness & Outdoors,3,139.99,21.0,110.59,331.77,10.0,$33.18,364.95,3030,Riverside Pop-Up,Milwaukee,Wisconsin,  Midwest ,Express,4036,Steven Brown,Sales Representative,5003,Flash Sale,catalog,BNPL,standard shipping,SHIPPED,Y,147.84,183.93,crm,2024-05-26 00:00:00,
TXN-10004804-12852,10004804,1,"Jul 21, 2022",2022,7,July,Q3,Thursday,,2022-07-29,1234,Ms. Nancy Nguyen,Nancy,Nguyen,nancy_nguyen41@aol.com,896.332.8222,Phoenix,AZ,76314,West,Silver,male,30,26-35,2041,Vitamin C 1000mg 90 Tablets,SKU-2041-1431,VitaCore,health,Vitamins,Health & Beauty,1,19.99,23.0,$15.39,15.39,8.0,1.23,$16.62,3021,Lakefront Pop-Up,Columbus,Ohio,midwest,Flagship,4044,Joshua Jackson,Regional Manager,5002,Winter Clearance,phone,paypal,Same Day,cancelled,N,7.53,7.86,ERP,2022-07-21 00:00:00,
TXN-10005873-15744,10005873,5,2020/05/16,2020,5,May,Q2,Saturday,2020-05-22,"May 30, 2020",1516,Prof. Timothy Roberts,Timothy,Roberts,timothy.roberts861@icloud.com,5922513654,Tucson,Arizona,62799,West,Bronze,Female,62,51-65,2049,Shampoo Argan Oil 16oz,SKU-2049-4407,StylePro,BEAUTY,Hair Care,Health & Beauty,2,$14.99,22.0,11.69,23.38,6.0,$1.40,$24.78,3016,Uptown Pop-Up,Boston,MA,Northeast,Pop-Up,4079,Joshua Hall,Customer Advisor,5027,Weekend Deal,Phone,bnpl,In-Store Pickup,processing,0,,10.58,POS,2020-05-16 00:00:00,
TXN-10004204-11182,10004204,2,03/11/2023,2023,11,November,Q4,Friday,2023/11/06,"November 12, 2023",1422,Frank Moore,Frank,moore,frank_moore81@gmail.com,970-989-7469,MINNEAPOLIS,Minnesota,94884,Midwest,Silver,male,34,26-35,2057,Wireless Mouse Ergonomic,SKU-2057-9974,ClickEase,Office,Peripherals,Books & Office,2,39.99,48.0,20.79,41.58,9.0,3.74,45.32,3034,Parkway Outlet,San Francisco,California,West,Pop-Up,4011,Jack Brooks,Regional Manager,5010,Weekend Deal,IN STORE,paypal,Free Ship,cancelled,1,37.20,$4.38,ERP,2023-11-03 00:00:00,
TXN-10005188-13893,10005188,6,02/17/2022,2022,2,February,Q1,Thursday,"February 24, 2022","Mar 04, 2022",1523,Mr. Janet Mendoza,Janet,Mendoza,janet.mendoza607@@@hotmail.com,555-777-9820,Charlotte,North Carolina,17540,South,Platinum,M,52,51-65,2061,Action Figure Collector Series,SKU-2061-9248,HeroPlay,Toys,Action Figures,Toys & Games,1,24.99,22.0,19.49,$19.49,10.0,$1.95,21.44,3020,Parkway Express,San Francisco,California,west,Outlet,4032,Dennis Bailey,Store Manager,5027,Weekend Deal,APP,Buy Now Pay Later,Same Day,cancelled,FALSE,12.59,6.90,Web,2022-02-17 00:00:00,2022-02-19 00:00:00
TXN-10002143-5672,10002143,3,2021/03/13,2021,3,March,Q1,Saturday,03/17/2021,"Mar 21, 2021",1338,Carol King,Carol,King,carolking754@outlook.com,569-674-1890,San Diego,California,50619,West,Gold,M,34,26-35,2065,Puzzle 1000 Pieces Landscape,SKU-2065-4893,MindBuilder,Toys,Puzzles,Toys & Games,1,$19.99,37.0,12.59,12.59,7.000000000000001,0.88,13.47,3027,Downtown Hub Standard,Sacramento,CA,West,Pop-Up,4039,Donna Sanders,Account Executive,5023,Flash Sale,In-Store,apple pay,Overnight,CANCELLED,0,$10.13,2.46,pos,2021-03-13 00:00:00,2021-03-13 00:00:00
TXN-10005067-13565,10005067,3,2022-06-29,2022,6,June,Q2,Wednesday,04/07/2022,07/10/2022,1386,Dr. Robert Garcia,  Robert ,Garcia,robert_garcia920@icloud.com,7633878147,Houston,Texas,94430,South,Bronze,Prefer not to say,61,51-65,2005,Mechanical Gaming Keyboard,SKU-2005-4228,GameGear,Electronics,PERIPHERALS,Technology,1,89.99,48.0,46.79,$46.79,6.0,2.81,49.60,3037,Grand Avenue Express,Memphis,Tennessee,south,Standard,4070,Julie Diaz,Sales Associate,5022,No Promo,In-Store,Apple Pay,STANDARD,shipped,No,53.87,$-7.08,POS,2022-06-29 00:00:00,
TXN-10002146-5684,10002146,1,19-02-2022,2022,2,February,Q1,Saturday,"February 23, 2022","Feb 25, 2022",1173,Dr. Kathleen Gray,Kathleen,Gray,kathleen_gray@yahoo.com,(722) 635-7766,San Jose,California,86751,West,Silver,M,44,36-50,2068,Stuffed Animal Bear 18-inch,SKU-2068-4040,CuddlePal,Toys,Plush,Toys & Games,2,19.99,0.0,19.99,39.98,9.0,3.60,43.58,3047,Lakefront Pop-Up,Philadelphia,PA,Northeast,Standard,4027,Ashley Campbell,Regional Manager,,No Promo,online,Credit Card,Pickup,processing,TRUE,,19.72,web,2022-02-19 00:00:00,2022-02-19 00:00:00
TXN-10000235-616,10000235,5,25/05/2022,2022,5,May,Q2,Wednesday,"May 25, 2022",30/05/2022,1191,Ms. Diane Jackson,Diane,Jackson,dianejackson@yahoo.com,9119088657,  Tucson ,AZ,90753,West,Platinum,M,38,36-50,2022,Coffee Maker 12-Cup,SKU-2022-5885,BrewMaster,Kitchen,appliances,Home & Garden,1,79.99,0.0,$79.99,79.99,6.0,4.80,84.79,3043,Crossroads Express,Atlanta,Georgia,South,Express,4017,Andrew Jones,Sales Associate,,No Promo,PHONE,bank transfer,Free Ship,pending,TRUE,$37.88,42.11,CRM,2022-05-25 00:00:00,2022-05-27 00:00:00
TXN-10005528-14815,10005528,1,2023-05-07,2023,5,May,Q2,Sunday,08/05/2023,16-05-2023,1056,Prof. Carolyn Lewis,  Carolyn ,Lewis,carolynlewis@gmail.com,,Philadelphia,Pennsylvania,81176,Northeast,Silver,Prefer not to say,48,36-50,2007,Portable Bluetooth Speaker,SKU-2007-6416,SoundPro,Electronics,Audio,Technology,2,59.99,10.0,53.99,107.98,7.000000000000001,7.56,115.54,3003,Parkway Pop-Up,Colorado Springs,Colorado,West,Express,4035,Ronald Cox,Sales Consultant,5005,Flash Sale,In-Store,PayPal,standard shipping,Pending,Y,48.28,59.70,crm,2023-05-07 00:00:00,2023-05-11 00:00:00
TXN-10005010-13404,10005010,1,2020/02/03,2020,2,February,Q1,Monday,"Feb 09, 2020",2020-02-17,1033,Justin Chavez,Justin,Chavez,justin_chavez852@yahoo.com,+12928299307,Cleveland,OH,68947,Midwest,Silver,Male,43,36-50,2040,Sleeping Bag -20F,SKU-2040-5501,WildCamp,Sports,Camping,Fitness & Outdoors,5,89.99,0.0,$89.99,449.95,10.0,45.00,494.95,3034,Parkway Outlet,San Francisco,California,West,Pop-Up,4035,Ronald Cox,Sales Consultant,,No Promo,phone,Gift Card,Same Day,cancelled,N,171.50,$278.45,pos,2020-02-03 00:00:00,2020-02-07 00:00:00
TXN-10006847-18366,10006847,3,2023-11-07,2023,11,November,Q4,Tuesday,"Nov 20, 2023",25-11-2023,1568,Carol Murphy,Carol,Murphy,carol.murphy@gmail.com,(354) 443-7539,Houston,Texas,53743,South,Platinum,M,33,26-35,2021,Stainless Steel Cookware Set 10pc,SKU-2021-9597,ChefSelect,Kitchen,Cookware,Home & Garden,1,249.99,0.0,249.99,249.99,6.0,$15.00,264.99,3013,Uptown Express,Columbus,OH,midwest,Outlet,4036,Steven Brown,Sales Representative,,No Promo,catalog,Debit Card,standard shipping,Processing,N,135.30,$114.69,POS,2023-11-07 00:00:00,
TXN-10000792-2152,10000792,2,19-02-2023,2023,2,February,Q1,Sunday,24-02-2023,03/03/2023,1149,Ms. Kathleen Foster,Kathleen,FOSTER,kathleen_foster@yahoo.com,(256) 727-6963,Memphis,TN,57916,South,Platinum,FEMALE,64,51-65,2024,Non-Stick Pan Set 3-Piece,SKU-2024-5329,ChefSelect,  Kitchen ,  Cookware ,Home & Garden,1,69.99,28.000000000000004,50.39,50.39,6.0,3.02,$53.41,3014,Highland Express,Columbus,OH,MIDWEST,Express,4037,Stephanie Walker,Account Executive,5001,No Promo,Catalog,Google Pay,Free Shipping,Cancelled,0,$38.14,12.25,crm,2023-02-19 00:00:00,
TXN-10007522-20162,10007522,1,2023-01-12,2023,1,January,Q1,Thursday,19-01-2023,29/01/2023,1180,Mrs. Andrew Ramirez,Andrew,Ramirez,andrew_ramirez266@yahoo.com,3276595881,Sacramento,California,86230,West,Gold,Male,63,51-65,2009,Noise Cancelling Earbuds,SKU-2009-2763,SoundPro,electronics,Audio,Technology,3,$129.99,48.0,$67.59,202.77,9.0,18.25,221.02,3043,Crossroads Express,Atlanta,Georgia,South,Express,4062,Sharon Kelly,Store Manager,5022,No Promo,Mobile,Gift Card,Pickup,PROCESSING,1,,-14.52,erp,2023-01-12 00:00:00,2023-01-13 00:00:00
TXN-10000743-2007,10000743,2,2024-09-11,2024,9,September,Q3,Wednesday,09/19/2024,2024/09/20,1092,Katherine Nguyen,Katherine,Nguyen,katherine.nguyen734@yahoo.com,+18488883018,Kansas City,MO,10568,Midwest,Platinum,M,28,26-35,2070,Science Kit Chemistry,SKU-2070-2054,LearnLab,Toys,Educational,Toys & Games,3,34.99,39.0,$21.34,$64.02,9.0,5.76,$69.78,3050,Uptown Express,Philadelphia,PA,Northeast,Flagship,4009,Eric Garcia,Senior Sales Associate,5017,Bundle Deal,mobile,BNPL,EXPRESS,Cancelled,Y,54.69,9.33,Manual,2024-09-11 00:00:00,2024-09-15 00:00:00
TXN-10005070-13574,10005070,3,09/09/2023,2023,9,September,Q3,Saturday,14/09/2023,2023/09/15,1467,Ms. Timothy Miller,Timothy,Miller,timothy.miller@gmail.com,(310) 420-4349,Austin,Texas,71400,South,Silver,MALE,56,51-65,2015,Kids Soccer Cleats,SKU-2015-4219,KickStart,Footwear,Athletic,Apparel & Sports,2,44.99,48.0,$23.39,46.78,5.0,2.34,49.12,3008,Lakefront Standard,Cleveland,OH,Midwest,Pop-Up,4002,Catherine Jimenez,Store Manager,5022,No Promo,Mobile,bank transfer,Pickup,Pending,FALSE,34.58,,POS,2023-09-09 00:00:00,2023-09-09 00:00:00
TXN-10002135-5650,10002135,3,12-09-2021,2021,9,September,Q3,Sunday,09/21/2021,22/09/2021,1404,Susan Bennett,Susan,  Bennett ,susan.bennett524@mail.com,(947) 304-7430,Jacksonville,Florida,25850,South,Silver,MALE,31,26-35,2017,Sports Backpack 30L,SKU-2017-5600,PackPro,bags,Backpacks,Apparel & Sports,2,$54.99,30.0,38.49,76.98,7.000000000000001,$5.39,82.37,3022,North Gate Flagship,Oklahoma City,OK,South,Flagship,4089,Mark Richardson,Sales Manager,5021,  No Promo ,mobile,apple pay,Pickup,processing,N,40.56,36.42,Web,2021-09-12 00:00:00,2021-09-14 00:00:00
TXN-10000918-2475,10000918,5,09/25/2022,2022,9,September,Q3,Sunday,10/08/2022,"October 14, 2022",1524,Jacob Flores,Jacob,Flores,jacob.flores@hotmail.com,434.302.8890,PORTLAND,OR,45922,West,Silver,non-binary,64,51-65,2001,Wireless Bluetooth Headphones,SKU-2001-7938,SoundPro,Electronics,Audio,Technology,10,149.99,47.0,$79.49,794.90,10.0,79.49,874.39,3029,Eastside Plaza Flagship,Los Angeles,CA,WEST,Express,4047,Brian Ruiz,Sales Representative,5016,Loyalty Reward,IN STORE,CREDIT CARD,In-Store Pickup,Cancelled,TRUE,669.10,125.80,Manual,2022-09-25 00:00:00,2022-09-28 00:00:00
TXN-10000607-1640,10000607,1,09/06/2021,2021,9,September,Q3,Monday,2021-09-16,2021/09/23,1420,Gary Castillo,Gary,castillo,gary_castillo769@protonmail.com,(299) 639-6208,new york,NY,64577,Northeast,Silver,MALE,53,51-65,2058,Desk Lamp LED Adjustable,SKU-2058-2037,LumLight,Office,Lighting,Books & Office,1,$44.99,37.0,28.34,28.34,8.0,2.27,30.61,3013,Uptown Express,Columbus,OH,midwest,Outlet,4062,Sharon Kelly,Store Manager,5023,Flash Sale,Mobile,bank transfer,STANDARD,shipped,1,,$4.84,erp,2021-09-06 00:00:00,2021-09-09 00:00:00
TXN-10004755-12713,10004755,2,11-02-2022,2022,2,February,Q1,Friday,"February 18, 2022",26-02-2022,1578,Mrs. Anthony Howard,Anthony,howard,anthony.howard562@yahoo.com,+18467376244,OKLAHOMA CITY,OK,63286,South,Silver,Prefer not to say,54,51-65,2003,Laptop 15.6 inch Core i7,SKU-2003-8028,TechBook,Electronics,Computers,Technology,3,1249.99,39.0,762.49,"2,287.47",9.0,205.87,2493.34,3040,Westfield Mall Pop-Up,Tucson,Arizona,West,Outlet,4058,Nicholas Evans,Sales Associate,5017,Bundle Deal,Mobile,Buy Now Pay Later,Free Shipping,delivered,1,1937.10,350.37,POS,2022-02-11 00:00:00,2022-02-16 00:00:00
